Accession,description,Group,concentration,Method,Alternative,P value,Log2FC
11422,P50238,Cysteine-rich protein 1 [OS=Homo sapiens],Diglycerol,100,Welch Two Sample t-test,two.sided,0.397450504,0.112880753
11423,P50238,Cysteine-rich protein 1 [OS=Homo sapiens],Diglycerol,1000,Welch Two Sample t-test,two.sided,0.941192174,0.008177533
11424,P50238,Cysteine-rich protein 1 [OS=Homo sapiens],Glucose,10,Welch Two Sample t-test,two.sided,0.073125965,-0.302856233
11425,P50238,Cysteine-rich protein 1 [OS=Homo sapiens],Glucose,100,Welch Two Sample t-test,two.sided,0.884948302,-0.023023412
11426,P50238,Cysteine-rich protein 1 [OS=Homo sapiens],Glucose,1000,Welch Two Sample t-test,two.sided,0.38456636,-0.09310305
11427,P50238,Cysteine-rich protein 1 [OS=Homo sapiens],IMP,10,Welch Two Sample t-test,two.sided,0.106134264,0.20488677
11428,P50238,Cysteine-rich protein 1 [OS=Homo sapiens],IMP,100,Welch Two Sample t-test,two.sided,0.004391547,-1.048389506
11429,P50238,Cysteine-rich protein 1 [OS=Homo sapiens],IMP,1000,Welch Two Sample t-test,two.sided,0.345825439,0.145710304
11430,P50238,Cysteine-rich protein 1 [OS=Homo sapiens],Triglyceride,10,Welch Two Sample t-test,two.sided,0.951051557,-0.010593859
11431,P50238,Cysteine-rich protein 1 [OS=Homo sapiens],Triglyceride,100,Welch Two Sample t-test,two.sided,0.012506021,-0.551196088
11432,A0A075B6I9,Immunoglobulin lambda variable 7-46 [OS=Homo sapiens],PE,10,Welch Two Sample t-test,two.sided,0.002467444,-0.81246326
11433,A0A075B6I9,Immunoglobulin lambda variable 7-46 [OS=Homo sapiens],PE,100,Welch Two Sample t-test,two.sided,2.12E-05,1.936587301
11434,A0A075B6I9,Immunoglobulin lambda variable 7-46 [OS=Homo sapiens],PE,1000,Welch Two Sample t-test,two.sided,0.002541046,1.689106905
11435,A0A075B6I9,Immunoglobulin lambda variable 7-46 [OS=Homo sapiens],B-complex,10,Welch Two Sample t-test,two.sided,0.008929574,-0.303131252
11436,A0A075B6I9,Immunoglobulin lambda variable 7-46 [OS=Homo sapiens],B-complex,100,Welch Two Sample t-test,two.sided,0.002360677,-0.546878155
11437,A0A075B6I9,Immunoglobulin lambda variable 7-46 [OS=Homo sapiens],B-complex,1000,Welch Two Sample t-test,two.sided,0.175138942,-0.142761087
11438,A0A075B6I9,Immunoglobulin lambda variable 7-46 [OS=Homo sapiens],PtdChos,10,Welch Two Sample t-test,two.sided,0.004580209,-0.532598871
11439,A0A075B6I9,Immunoglobulin lambda variable 7-46 [OS=Homo sapiens],Diglycerol,10,Welch Two Sample t-test,two.sided,0.000201515,2.632779814
11440,A0A075B6I9,Immunoglobulin lambda variable 7-46 [OS=Homo sapiens],Diglycerol,100,Welch Two Sample t-test,two.sided,0.323593845,0.134668891
11441,A0A075B6I9,Immunoglobulin lambda variable 7-46 [OS=Homo sapiens],Diglycerol,1000,Welch Two Sample t-test,two.sided,0.230948591,0.089160691
11442,A0A075B6I9,Immunoglobulin lambda variable 7-46 [OS=Homo sapiens],Glucose,10,Welch Two Sample t-test,two.sided,0.013090772,0.263477225
11443,A0A075B6I9,Immunoglobulin lambda variable 7-46 [OS=Homo sapiens],Glucose,100,Welch Two Sample t-test,two.sided,6.92E-05,1.890448206
11444,A0A075B6I9,Immunoglobulin lambda variable 7-46 [OS=Homo sapiens],Glucose,1000,Welch Two Sample t-test,two.sided,0.000191873,2.41164693
11445,A0A075B6I9,Immunoglobulin lambda variable 7-46 [OS=Homo sapiens],IMP,10,Welch Two Sample t-test,two.sided,0.00032897,-0.967535518
11446,A0A075B6I9,Immunoglobulin lambda variable 7-46 [OS=Homo sapiens],IMP,100,Welch Two Sample t-test,two.sided,0.81005255,-0.014703065
11447,A0A075B6I9,Immunoglobulin lambda variable 7-46 [OS=Homo sapiens],IMP,1000,Welch Two Sample t-test,two.sided,0.001148273,-0.909548548
11448,A0A075B6I9,Immunoglobulin lambda variable 7-46 [OS=Homo sapiens],PtdIns,100,Welch Two Sample t-test,two.sided,0.003170788,-0.529255479
11449,A0A075B6I9,Immunoglobulin lambda variable 7-46 [OS=Homo sapiens],PtdIns,1000,Welch Two Sample t-test,two.sided,0.002455714,2.500488309
11450,A0A075B6I9,Immunoglobulin lambda variable 7-46 [OS=Homo sapiens],Sauce 1,100,Welch Two Sample t-test,two.sided,0.012124724,0.229756643
11451,A0A075B6I9,Immunoglobulin lambda variable 7-46 [OS=Homo sapiens],Sauce 1,1000,Welch Two Sample t-test,two.sided,4.79E-05,2.738888365
11452,A0A075B6I9,Immunoglobulin lambda variable 7-46 [OS=Homo sapiens],Sauce 2,10,Welch Two Sample t-test,two.sided,5.84E-07,1.767873504
11453,A0A075B6I9,Immunoglobulin lambda variable 7-46 [OS=Homo sapiens],Sauce 2,100,Welch Two Sample t-test,two.sided,1.79E-07,2.065940355
11454,A0A075B6I9,Immunoglobulin lambda variable 7-46 [OS=Homo sapiens],Sauce 2,1000,Welch Two Sample t-test,two.sided,0.058745451,0.168857727
11455,A0A075B6I9,Immunoglobulin lambda variable 7-46 [OS=Homo sapiens],Triglyceride,10,Welch Two Sample t-test,two.sided,0.309414227,0.059706365
11456,A0A075B6I9,Immunoglobulin lambda variable 7-46 [OS=Homo sapiens],Triglyceride,100,Welch Two Sample t-test,two.sided,0.152654573,-0.119103054
11457,A0A075B6I9,Immunoglobulin lambda variable 7-46 [OS=Homo sapiens],Triglyceride,1000,Welch Two Sample t-test,two.sided,4.28E-05,2.537394892
11458,P07203,Glutathione peroxidase 1 [OS=Homo sapiens],PE,10,Welch Two Sample t-test,two.sided,0.000522558,-2.41799141
11459,P07203,Glutathione peroxidase 1 [OS=Homo sapiens],B-complex,10,Welch Two Sample t-test,two.sided,0.002467816,-1.829538548
11460,P07203,Glutathione peroxidase 1 [OS=Homo sapiens],B-complex,1000,Welch Two Sample t-test,two.sided,0.012276315,-1.474828205
11461,P07203,Glutathione peroxidase 1 [OS=Homo sapiens],PtdChos,10,Welch Two Sample t-test,two.sided,0.001234594,-3.227519041
11462,P07203,Glutathione peroxidase 1 [OS=Homo sapiens],PtdChos,1000,Welch Two Sample t-test,two.sided,5.95E-05,1.663398514
11463,P07203,Glutathione peroxidase 1 [OS=Homo sapiens],Diglycerol,10,Welch Two Sample t-test,two.sided,0.266757043,-0.102790991
11464,P07203,Glutathione peroxidase 1 [OS=Homo sapiens],Glucose,10,Welch Two Sample t-test,two.sided,0.028467333,-0.422994935
11465,P07203,Glutathione peroxidase 1 [OS=Homo sapiens],Glucose,1000,Welch Two Sample t-test,two.sided,0.001929168,-2.013055896
11466,P07203,Glutathione peroxidase 1 [OS=Homo sapiens],IMP,100,Welch Two Sample t-test,two.sided,0.006062267,-0.614937228
11467,P07203,Glutathione peroxidase 1 [OS=Homo sapiens],IMP,1000,Welch Two Sample t-test,two.sided,0.001891385,-1.936203474
11468,P07203,Glutathione peroxidase 1 [OS=Homo sapiens],PtdIns,100,Welch Two Sample t-test,two.sided,0.001820356,-1.086802448
11469,P07203,Glutathione peroxidase 1 [OS=Homo sapiens],PtdIns,1000,Welch Two Sample t-test,two.sided,0.001893341,-0.671798089
11470,P07203,Glutathione peroxidase 1 [OS=Homo sapiens],Sauce 1,10,Welch Two Sample t-test,two.sided,0.002127027,-1.220119851
11471,P07203,Glutathione peroxidase 1 [OS=Homo sapiens],Sauce 1,100,Welch Two Sample t-test,two.sided,0.101102329,-0.15719561
11472,P07203,Glutathione peroxidase 1 [OS=Homo sapiens],Sauce 1,1000,Welch Two Sample t-test,two.sided,0.000250775,1.585741899
11473,P07203,Glutathione peroxidase 1 [OS=Homo sapiens],Sauce 2,10,Welch Two Sample t-test,two.sided,0.000958721,-1.498685473
11474,P07203,Glutathione peroxidase 1 [OS=Homo sapiens],Sauce 2,1000,Welch Two Sample t-test,two.sided,0.05816779,-0.931587314
11475,P07203,Glutathione peroxidase 1 [OS=Homo sapiens],Triglyceride,10,Welch Two Sample t-test,two.sided,0.000255308,0.924295352
11476,P07203,Glutathione peroxidase 1 [OS=Homo sapiens],Triglyceride,100,Welch Two Sample t-test,two.sided,0.009699794,0.535451897
11477,P07203,Glutathione peroxidase 1 [OS=Homo sapiens],Triglyceride,1000,Welch Two Sample t-test,two.sided,0.020180707,1.522755391
11478,Q9Y2I7,1-phosphatidylinositol 3-phosphate 5-kinase [OS=Homo sapiens],PE,10,Welch Two Sample t-test,two.sided,0.00011343,0.847625836
11479,Q9Y2I7,1-phosphatidylinositol 3-phosphate 5-kinase [OS=Homo sapiens],PE,100,Welch Two Sample t-test,two.sided,0.000530088,1.747157469
11480,Q9Y2I7,1-phosphatidylinositol 3-phosphate 5-kinase [OS=Homo sapiens],PE,1000,Welch Two Sample t-test,two.sided,0.000253964,2.324919239
11481,Q9Y2I7,1-phosphatidylinositol 3-phosphate 5-kinase [OS=Homo sapiens],B-complex,10,Welch Two Sample t-test,two.sided,0.078155004,0.131115171
11482,Q9Y2I7,1-phosphatidylinositol 3-phosphate 5-kinase [OS=Homo sapiens],B-complex,100,Welch Two Sample t-test,two.sided,0.022573825,0.67915896
11483,Q9Y2I7,1-phosphatidylinositol 3-phosphate 5-kinase [OS=Homo sapiens],B-complex,1000,Welch Two Sample t-test,two.sided,0.085421803,0.433370446
11484,Q9Y2I7,1-phosphatidylinositol 3-phosphate 5-kinase [OS=Homo sapiens],PtdChos,10,Welch Two Sample t-test,two.sided,6.99E-05,0.872797582
11485,Q9Y2I7,1-phosphatidylinositol 3-phosphate 5-kinase [OS=Homo sapiens],Diglycerol,10,Welch Two Sample t-test,two.sided,0.880871267,0.031998486
11486,Q9Y2I7,1-phosphatidylinositol 3-phosphate 5-kinase [OS=Homo sapiens],Diglycerol,100,Welch Two Sample t-test,two.sided,0.009902345,0.913322935
11487,Q9Y2I7,1-phosphatidylinositol 3-phosphate 5-kinase [OS=Homo sapiens],Diglycerol,1000,Welch Two Sample t-test,two.sided,0.065822124,0.599095741
11488,Q9Y2I7,1-phosphatidylinositol 3-phosphate 5-kinase [OS=Homo sapiens],Glucose,10,Welch Two Sample t-test,two.sided,0.983615496,-0.002407223
11489,Q9Y2I7,1-phosphatidylinositol 3-phosphate 5-kinase [OS=Homo sapiens],Glucose,100,Welch Two Sample t-test,two.sided,0.000108478,0.83203315
11490,Q9Y2I7,1-phosphatidylinositol 3-phosphate 5-kinase [OS=Homo sapiens],Glucose,1000,Welch Two Sample t-test,two.sided,0.017652092,0.281025952
11491,Q9Y2I7,1-phosphatidylinositol 3-phosphate 5-kinase [OS=Homo sapiens],IMP,10,Welch Two Sample t-test,two.sided,0.001281507,0.820773783
11492,Q9Y2I7,1-phosphatidylinositol 3-phosphate 5-kinase [OS=Homo sapiens],IMP,100,Welch Two Sample t-test,two.sided,0.000395762,-0.990528911
11493,Q9Y2I7,1-phosphatidylinositol 3-phosphate 5-kinase [OS=Homo sapiens],IMP,1000,Welch Two Sample t-test,two.sided,4.93E-05,1.755052549
11494,Q9Y2I7,1-phosphatidylinositol 3-phosphate 5-kinase [OS=Homo sapiens],PtdIns,10,Welch Two Sample t-test,two.sided,0.030181445,0.57358061
11495,Q9Y2I7,1-phosphatidylinositol 3-phosphate 5-kinase [OS=Homo sapiens],Sauce 1,10,Welch Two Sample t-test,two.sided,0.009582558,0.681236795
11496,Q9Y2I7,1-phosphatidylinositol 3-phosphate 5-kinase [OS=Homo sapiens],Sauce 1,100,Welch Two Sample t-test,two.sided,0.103181005,0.14270609
11497,Q9Y2I7,1-phosphatidylinositol 3-phosphate 5-kinase [OS=Homo sapiens],Sauce 1,1000,Welch Two Sample t-test,two.sided,8.21E-05,1.66456433
11498,Q9Y2I7,1-phosphatidylinositol 3-phosphate 5-kinase [OS=Homo sapiens],Sauce 2,10,Welch Two Sample t-test,two.sided,0.004165865,0.914958581
11499,Q9Y2I7,1-phosphatidylinositol 3-phosphate 5-kinase [OS=Homo sapiens],Sauce 2,100,Welch Two Sample t-test,two.sided,0.001018317,1.651965519
11500,Q9Y2I7,1-phosphatidylinositol 3-phosphate 5-kinase [OS=Homo sapiens],Triglyceride,100,Welch Two Sample t-test,two.sided,0.005210622,-0.569070974
11501,P29350,Tyrosine-protein phosphatase non-receptor type 6 [OS=Homo sapiens],PE,10,Welch Two Sample t-test,two.sided,0.014396675,-2.94958897
11502,P29350,Tyrosine-protein phosphatase non-receptor type 6 [OS=Homo sapiens],PtdChos,1000,Welch Two Sample t-test,two.sided,0.059239597,0.887698588
11503,P29350,Tyrosine-protein phosphatase non-receptor type 6 [OS=Homo sapiens],Sauce 2,100,Welch Two Sample t-test,two.sided,0.01401205,-3.037138748
11504,P29350,Tyrosine-protein phosphatase non-receptor type 6 [OS=Homo sapiens],Triglyceride,10,Welch Two Sample t-test,two.sided,0.056919557,-0.642460728
11505,P29350,Tyrosine-protein phosphatase non-receptor type 6 [OS=Homo sapiens],Triglyceride,100,Welch Two Sample t-test,two.sided,0.021983031,-1.365269265
11506,P29350,Tyrosine-protein phosphatase non-receptor type 6 [OS=Homo sapiens],Triglyceride,1000,Welch Two Sample t-test,two.sided,0.059052824,-0.661589952
11507,O75947,"ATP synthase subunit d, mitochondrial [OS=Homo sapiens]",PE,10,Welch Two Sample t-test,two.sided,0.002193089,-4.297400572
11508,O75947,"ATP synthase subunit d, mitochondrial [OS=Homo sapiens]",PtdChos,1000,Welch Two Sample t-test,two.sided,0.003611612,-1.778274893
11509,O75947,"ATP synthase subunit d, mitochondrial [OS=Homo sapiens]",Diglycerol,10,Welch Two Sample t-test,two.sided,0.002875108,-1.773571996
11510,O75947,"ATP synthase subunit d, mitochondrial [OS=Homo sapiens]",Glucose,10,Welch Two Sample t-test,two.sided,0.054965621,-1.036616307
11511,O75947,"ATP synthase subunit d, mitochondrial [OS=Homo sapiens]",IMP,100,Welch Two Sample t-test,two.sided,0.00141787,-3.143576275
11512,O75947,"ATP synthase subunit d, mitochondrial [OS=Homo sapiens]",PtdIns,10,Welch Two Sample t-test,two.sided,0.000482746,-1.812667507
11513,O75947,"ATP synthase subunit d, mitochondrial [OS=Homo sapiens]",PtdIns,100,Welch Two Sample t-test,two.sided,0.000855045,-1.755320963
11514,O75947,"ATP synthase subunit d, mitochondrial [OS=Homo sapiens]",PtdIns,1000,Welch Two Sample t-test,two.sided,0.001230376,-1.197862999
11515,O75947,"ATP synthase subunit d, mitochondrial [OS=Homo sapiens]",Sauce 2,1000,Welch Two Sample t-test,two.sided,0.000455469,-1.977624284
11516,O75947,"ATP synthase subunit d, mitochondrial [OS=Homo sapiens]",Triglyceride,10,Welch Two Sample t-test,two.sided,0.779191901,-0.033334953
11517,O75947,"ATP synthase subunit d, mitochondrial [OS=Homo sapiens]",Triglyceride,100,Welch Two Sample t-test,two.sided,0.002612183,-2.721210595
11518,O75947,"ATP synthase subunit d, mitochondrial [OS=Homo sapiens]",Triglyceride,1000,Welch Two Sample t-test,two.sided,0.002057417,-0.851927649
11519,Q9UI33,Sodium channel protein type 11 subunit alpha [OS=Homo sapiens],PE,10,Welch Two Sample t-test,two.sided,0.001930362,0.954458323
11520,Q9UI33,Sodium channel protein type 11 subunit alpha [OS=Homo sapiens],Diglycerol,10,Welch Two Sample t-test,two.sided,0.002248616,0.936432818
11521,Q9UI33,Sodium channel protein type 11 subunit alpha [OS=Homo sapiens],IMP,1000,Welch Two Sample t-test,two.sided,0.011880102,2.453464212
11522,P84243,Histone H3.3 [OS=Homo sapiens],PE,10,Welch Two Sample t-test,two.sided,0.000505723,-1.834250952
11523,P84243,Histone H3.3 [OS=Homo sapiens],B-complex,1000,Welch Two Sample t-test,two.sided,0.06545506,0.142116663
11524,P84243,Histone H3.3 [OS=Homo sapiens],PtdChos,1000,Welch Two Sample t-test,two.sided,0.607173542,0.063425691
11525,P84243,Histone H3.3 [OS=Homo sapiens],Glucose,100,Welch Two Sample t-test,two.sided,0.020876861,-0.582947915
11526,P84243,Histone H3.3 [OS=Homo sapiens],Sauce 1,1000,Welch Two Sample t-test,two.sided,1.02E-05,1.198485856
11527,P84243,Histone H3.3 [OS=Homo sapiens],Sauce 2,1000,Welch Two Sample t-test,two.sided,6.99E-08,2.353812728
11528,P84243,Histone H3.3 [OS=Homo sapiens],Triglyceride,100,Welch Two Sample t-test,two.sided,0.030507332,-0.20904513
11529,P84243,Histone H3.3 [OS=Homo sapiens],Triglyceride,1000,Welch Two Sample t-test,two.sided,7.04E-05,1.363519218
11530,Q96AP4,Zinc finger-containing ubiquitin peptidase 1 [OS=Homo sapiens],PE,10,Welch Two Sample t-test,two.sided,0.001237693,-1.65675213
11531,Q96AP4,Zinc finger-containing ubiquitin peptidase 1 [OS=Homo sapiens],PE,100,Welch Two Sample t-test,two.sided,0.001556627,-1.728872362
11532,Q96AP4,Zinc finger-containing ubiquitin peptidase 1 [OS=Homo sapiens],PE,1000,Welch Two Sample t-test,two.sided,0.00153956,-3.207001305
11533,Q96AP4,Zinc finger-containing ubiquitin peptidase 1 [OS=Homo sapiens],B-complex,100,Welch Two Sample t-test,two.sided,0.001607699,-2.499474016
11534,Q96AP4,Zinc finger-containing ubiquitin peptidase 1 [OS=Homo sapiens],B-complex,1000,Welch Two Sample t-test,two.sided,0.001742335,-2.620933472
11535,Q96AP4,Zinc finger-containing ubiquitin peptidase 1 [OS=Homo sapiens],PtdChos,10,Welch Two Sample t-test,two.sided,7.25E-05,-2.872843178
11536,Q96AP4,Zinc finger-containing ubiquitin peptidase 1 [OS=Homo sapiens],PtdChos,1000,Welch Two Sample t-test,two.sided,0.003461602,-1.308610631
11537,Q96AP4,Zinc finger-containing ubiquitin peptidase 1 [OS=Homo sapiens],Diglycerol,10,Welch Two Sample t-test,two.sided,0.005505868,-0.932878959
11538,Q96AP4,Zinc finger-containing ubiquitin peptidase 1 [OS=Homo sapiens],Diglycerol,100,Welch Two Sample t-test,two.sided,0.005296562,-1.117442876
11539,Q96AP4,Zinc finger-containing ubiquitin peptidase 1 [OS=Homo sapiens],Glucose,100,Welch Two Sample t-test,two.sided,0.012791878,-0.402432951
11540,Q96AP4,Zinc finger-containing ubiquitin peptidase 1 [OS=Homo sapiens],Glucose,1000,Welch Two Sample t-test,two.sided,0.001556138,-0.996524195
11541,Q96AP4,Zinc finger-containing ubiquitin peptidase 1 [OS=Homo sapiens],IMP,10,Welch Two Sample t-test,two.sided,0.006546744,-0.414021539
11542,Q96AP4,Zinc finger-containing ubiquitin peptidase 1 [OS=Homo sapiens],IMP,100,Welch Two Sample t-test,two.sided,0.001250788,-2.561579041
11543,Q96AP4,Zinc finger-containing ubiquitin peptidase 1 [OS=Homo sapiens],IMP,1000,Welch Two Sample t-test,two.sided,0.000333311,-1.330277888
11544,Q96AP4,Zinc finger-containing ubiquitin peptidase 1 [OS=Homo sapiens],PtdIns,1000,Welch Two Sample t-test,two.sided,0.661222807,-0.23057829
11545,Q96AP4,Zinc finger-containing ubiquitin peptidase 1 [OS=Homo sapiens],Sauce 1,10,Welch Two Sample t-test,two.sided,0.005966195,0.380352336
11546,Q96AP4,Zinc finger-containing ubiquitin peptidase 1 [OS=Homo sapiens],Sauce 1,100,Welch Two Sample t-test,two.sided,0.002048304,0.838913734
11547,Q96AP4,Zinc finger-containing ubiquitin peptidase 1 [OS=Homo sapiens],Sauce 1,1000,Welch Two Sample t-test,two.sided,1.98E-06,2.065360733
11548,Q96AP4,Zinc finger-containing ubiquitin peptidase 1 [OS=Homo sapiens],Triglyceride,10,Welch Two Sample t-test,two.sided,0.008123941,-0.474344475
11549,Q96AP4,Zinc finger-containing ubiquitin peptidase 1 [OS=Homo sapiens],Triglyceride,100,Welch Two Sample t-test,two.sided,0.168158759,-0.113001975
11550,Q96AP4,Zinc finger-containing ubiquitin peptidase 1 [OS=Homo sapiens],Triglyceride,1000,Welch Two Sample t-test,two.sided,0.000782293,0.803212762
11551,P06753,Tropomyosin alpha-3 chain [OS=Homo sapiens],PE,100,Welch Two Sample t-test,two.sided,5.38E-06,-2.762894687
11552,P06753,Tropomyosin alpha-3 chain [OS=Homo sapiens],PE,1000,Welch Two Sample t-test,two.sided,0.000174225,-3.612403156
11553,P06753,Tropomyosin alpha-3 chain [OS=Homo sapiens],B-complex,10,Welch Two Sample t-test,two.sided,1.38E-05,-2.410000702
11554,P06753,Tropomyosin alpha-3 chain [OS=Homo sapiens],B-complex,100,Welch Two Sample t-test,two.sided,3.05E-05,-2.216793946
11555,P06753,Tropomyosin alpha-3 chain [OS=Homo sapiens],B-complex,1000,Welch Two Sample t-test,two.sided,0.000283927,-2.601489936
11556,P06753,Tropomyosin alpha-3 chain [OS=Homo sapiens],PtdChos,10,Welch Two Sample t-test,two.sided,3.48E-06,-2.225094067
11557,P06753,Tropomyosin alpha-3 chain [OS=Homo sapiens],PtdChos,1000,Welch Two Sample t-test,two.sided,7.16E-06,-1.696982615
11558,P06753,Tropomyosin alpha-3 chain [OS=Homo sapiens],Diglycerol,10,Welch Two Sample t-test,two.sided,0.000244863,-1.393855933
11559,P06753,Tropomyosin alpha-3 chain [OS=Homo sapiens],Diglycerol,100,Welch Two Sample t-test,two.sided,0.000965503,1.463394066
11560,P06753,Tropomyosin alpha-3 chain [OS=Homo sapiens],Diglycerol,1000,Welch Two Sample t-test,two.sided,6.64E-05,-1.757287041
11561,P06753,Tropomyosin alpha-3 chain [OS=Homo sapiens],Glucose,10,Welch Two Sample t-test,two.sided,0.000117174,-0.93822183
11562,P06753,Tropomyosin alpha-3 chain [OS=Homo sapiens],Glucose,100,Welch Two Sample t-test,two.sided,8.11E-05,-0.923476087
11563,P06753,Tropomyosin alpha-3 chain [OS=Homo sapiens],Glucose,1000,Welch Two Sample t-test,two.sided,0.000207687,-1.540798965
11564,P06753,Tropomyosin alpha-3 chain [OS=Homo sapiens],IMP,10,Welch Two Sample t-test,two.sided,1.92E-05,-2.241933736
11565,P06753,Tropomyosin alpha-3 chain [OS=Homo sapiens],IMP,100,Welch Two Sample t-test,two.sided,6.06E-06,-1.830883912
